wijzen op,point out/apontar,,"past is ""wees"""
windhoos,redemoinho/whirlwind,,
wiskunde,matemática,,
witwas,lavagem de dinheiro,,
woede (de),"raiva,fúria",,
woestijn,deserto,,
wraak (de),vingança,*,
woordenschat,vocabulário,*,
worstelen,"lutar/wrestling, struggle ",*,
wrijven,to rub/ esfregar,,
zalig,"blessed,blissful",*,
zat (zat zijn),fed up,,
zegenen,bless,,
zekerheid,segurança/ certanty,,
zeldzaan,raro,**,
zelfbeheersing,"serf control, continence",,
zweren,jurar,,
zweven,"float, glide, hover",,
ziezo,There you go / all right ,,
zinvol,meaningful/significante,,
zoenen,beijar,,
zwijgen,"keep quiet, hush/ manter-se quieto (não tocar no assunto)",***,
zogezet,põe dessa forma,,
zomaar,assim mesmo/just like that,,
zonde,pecado,,
zuinig,"econômico,frugal",*,
zulke,such,,
zuur,ácido,,
zuurstof,oxigênio,,
,,,
die bepalen mee de beslissingen,determinar as decisões,,
wat scheelt er?,o que há de errado? o que foi?,,
pas nou maar op,just be careful,,
Iemand een steek onder water geven,dizer coisas desagradáveis ​​a alguém de forma encoberta/escondida,,
valt daar iets te beleven?,tem algo pra fazer lá?,,
luis in de pels,espinho na carne,,
wat dan ook,tanto faz,,
op mijn betreft ,na minha opinião,*,
Wat mij betreft,no que me diz respeito/ As far as I'm concerned,*,
brengen mensen in de war,confundindo pessoas,,
hoelang staat u al aan te schuiven?,How long have you been waiting in line?,,
een pak duurder,a lot more expensive,,
ik ga daar niet op in,não vou entrar neste assunto,,
doet het je persoonlijk iets?,isso significa alguma coisa para você pessoalmente?,,
dat zal mij een zorg wezen!,I couldn't care less,,
dit slaat helemaal nergens op!,It doesn't make sense! (it's bullshit!),,
aan iets zitten,touch something,,
